district,half,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Al-Rifa'i,94,15,10,5,0,0,8,0,8,Al-Rifa'i,Al-Rifa'i
Al-Rifa'i,95,56,39,18,1,1,15,6,21,Al-Rifa'i,Al-Rifa'i
Al-Rifa'i,96,0,0,0,0,0,0,0,0,Al-Rifa'i,Al-Rifa'i
Al-Rifa'i,97,3,3,2,0,0,1,0,1,Al-Rifa'i,Al-Rifa'i
Al-Rifa'i,98,0,0,0,0,0,0,0,0,Al-Rifa'i,Al-Rifa'i
Al-Rumaitha,88,5,5,3,0,0,1,1,2,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,89,8,8,5,2,0,1,0,1,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,90,7,7,1,0,0,6,0,6,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,91,2,2,2,0,0,0,0,0,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,92,5,3,2,0,0,1,0,1,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,93,10,10,4,0,0,4,2,6,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,94,6,4,2,0,0,1,0,1,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,95,8,6,2,1,0,1,1,2,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,96,1,1,0,0,0,0,1,1,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,97,4,4,3,0,0,0,1,1,Al-Rumaitha,Al-Rumaitha
Al-Rumaitha,98,0,0,0,0,0,0,0,0,Al-Rumaitha,Al-Rumaitha
Al-Rutba,88,8,8,3,1,0,4,0,4,Al-Rutba,Al-Rutba
Al-Rutba,89,54,54,16,1,0,33,0,33,Al-Rutba,Al-Rutba
Al-Rutba,90,126,126,11,6,0,86,0,86,Al-Rutba,Al-Rutba
Al-Rutba,91,163,163,14,0,0,127,0,127,Al-Rutba,Al-Rutba
Al-Rutba,92,66,63,11,0,0,53,0,53,Al-Rutba,Al-Rutba
Al-Rutba,93,177,169,59,2,3,74,13,87,Al-Rutba,Al-Rutba
Al-Rutba,94,82,75,24,0,0,18,31,49,Al-Rutba,Al-Rutba
Al-Rutba,95,59,54,15,1,2,19,17,36,Al-Rutba,Al-Rutba
Al-Rutba,96,52,52,12,1,2,19,13,32,Al-Rutba,Al-Rutba
Al-Rutba,97,19,19,5,0,0,7,6,13,Al-Rutba,Al-Rutba
Al-Rutba,98,2,2,0,0,0,0,1,1,Al-Rutba,Al-Rutba
Al-Salman,88,0,0,0,0,0,0,0,0,Al-Salman,Al-Salman
Al-Salman,89,3,3,3,0,0,0,0,0,Al-Salman,Al-Salman
Al-Salman,90,2,2,2,0,0,0,0,0,Al-Salman,Al-Salman
Al-Salman,91,3,3,2,0,0,1,0,1,Al-Salman,Al-Salman
Al-Salman,92,0,0,0,0,0,0,0,0,Al-Salman,Al-Salman
Al-Salman,93,2,1,0,0,0,1,0,1,Al-Salman,Al-Salman
Al-Salman,94,2,2,0,0,0,0,1,1,Al-Salman,Al-Salman
Al-Salman,95,6,6,1,1,0,2,1,3,Al-Salman,Al-Salman
Al-Salman,96,2,2,1,0,0,0,1,1,Al-Salman,Al-Salman
Al-Salman,97,1,0,0,0,0,0,0,0,Al-Salman,Al-Salman
Al-Salman,98,0,0,0,0,0,0,0,0,Al-Salman,Al-Salman
Al-Samawa,88,10,10,3,3,0,4,0,4,Al-Samawa,Al-Samawa
Al-Samawa,89,12,12,4,3,0,5,0,5,Al-Samawa,Al-Samawa
Al-Samawa,90,8,8,5,0,0,0,0,0,Al-Samawa,Al-Samawa
Al-Samawa,91,14,14,9,0,0,2,0,2,Al-Samawa,Al-Samawa
Al-Samawa,92,32,30,20,0,0,6,0,6,Al-Samawa,Al-Samawa
Al-Samawa,93,20,19,10,1,0,2,0,2,Al-Samawa,Al-Samawa
Al-Samawa,94,4,3,3,0,0,0,0,0,Al-Samawa,Al-Samawa
Al-Samawa,95,2,2,0,1,0,1,0,1,Al-Samawa,Al-Samawa
Al-Samawa,96,0,0,0,0,0,0,0,0,Al-Samawa,Al-Samawa
Al-Samawa,97,0,0,0,0,0,0,0,0,Al-Samawa,Al-Samawa
Al-Samawa,98,0,0,0,0,0,0,0,0,Al-Samawa,Al-Samawa
Al-Shamiya,88,1,1,0,0,0,1,0,1,Al-Shamiya,Al-Shamiya
Al-Shamiya,89,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,90,1,1,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,91,2,2,2,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,92,2,2,1,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shamiya,93,12,6,3,0,0,2,2,4,Al-Shamiya,Al-Shamiya
Al-Shamiya,94,9,6,2,0,0,6,1,7,Al-Shamiya,Al-Shamiya
Al-Shamiya,95,8,5,3,0,0,3,0,3,Al-Shamiya,Al-Shamiya
Al-Shamiya,96,4,4,2,0,0,1,1,2,Al-Shamiya,Al-Shamiya
Al-Shamiya,97,3,2,0,0,0,1,1,2,Al-Shamiya,Al-Shamiya
Al-Shamiya,98,0,0,0,0,0,0,0,0,Al-Shamiya,Al-Shamiya
Al-Shatra,88,3,3,3,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,89,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,90,5,5,2,1,0,2,0,2,Al-Shatra,Al-Shatra
Al-Shatra,91,2,2,0,0,0,2,0,2,Al-Shatra,Al-Shatra
Al-Shatra,92,2,2,0,0,0,1,0,1,Al-Shatra,Al-Shatra
Al-Shatra,93,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,94,2,1,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,95,4,3,2,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,96,0,0,0,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,97,3,3,3,0,0,0,0,0,Al-Shatra,Al-Shatra
Al-Shatra,98,1,1,0,0,0,0,1,1,Al-Shatra,Al-Shatra
Al-Shikhan,88,0,0,0,0,0,0,0,0,Al-Shikhan,Al-Shikhan
Al-Shikhan,89,0,0,0,0,0,0,0,0,Al-Shikhan,Al-Shikhan
Al-Shikhan,90,0,0,0,0,0,0,0,0,Al-Shikhan,Al-Shikhan
Al-Shikhan,91,2,2,1,0,0,1,0,1,Al-Shikhan,Al-Shikhan
Al-Shikhan,92,3,3,0,0,0,3,0,3,Al-Shikhan,Al-Shikhan
Al-Shikhan,93,2,2,0,0,0,2,0,2,Al-Shikhan,Al-Shikhan
Al-Shikhan,94,3,1,0,0,0,1,1,2,Al-Shikhan,Al-Shikhan
Al-Shikhan,95,8,6,1,0,0,6,0,6,Al-Shikhan,Al-Shikhan
Al-Shikhan,96,3,2,0,0,0,0,2,2,Al-Shikhan,Al-Shikhan
Al-Shikhan,97,17,15,0,0,0,4,10,14,Al-Shikhan,Al-Shikhan
Al-Shikhan,98,2,2,0,0,0,2,0,2,Al-Shikhan,Al-Shikhan
Al-Shirqat,88,9,9,4,0,0,5,0,5,Al-Shirqat,Al-Shirqat
Al-Shirqat,89,29,29,7,1,0,21,0,21,Al-Shirqat,Al-Shirqat
Al-Shirqat,90,13,13,3,0,0,10,0,10,Al-Shirqat,Al-Shirqat
Al-Shirqat,91,38,38,5,0,0,33,0,33,Al-Shirqat,Al-Shirqat
Al-Shirqat,92,57,55,5,0,0,50,0,50,Al-Shirqat,Al-Shirqat
Al-Shirqat,93,77,74,6,0,1,60,7,67,Al-Shirqat,Al-Shirqat
Al-Shirqat,94,162,148,18,2,0,90,44,134,Al-Shirqat,Al-Shirqat
Al-Shirqat,95,165,152,18,2,1,88,47,135,Al-Shirqat,Al-Shirqat
Al-Shirqat,96,74,73,16,2,1,20,30,50,Al-Shirqat,Al-Shirqat
Al-Shirqat,97,33,31,8,0,1,5,17,22,Al-Shirqat,Al-Shirqat
Al-Shirqat,98,8,8,0,0,0,2,6,8,Al-Shirqat,Al-Shirqat
Al-Suwaira,88,33,33,16,2,0,15,0,15,Al-Suwaira,Al-Suwaira
Al-Suwaira,89,35,35,6,14,0,14,1,15,Al-Suwaira,Al-Suwaira
Al-Suwaira,90,22,22,5,5,0,12,0,12,Al-Suwaira,Al-Suwaira
Al-Suwaira,91,17,17,4,0,0,13,0,13,Al-Suwaira,Al-Suwaira
Al-Suwaira,92,19,8,2,0,0,6,0,6,Al-Suwaira,Al-Suwaira
Al-Suwaira,93,184,70,25,4,0,43,6,49,Al-Suwaira,Al-Suwaira
Al-Suwaira,94,132,59,23,4,1,22,12,34,Al-Suwaira,Al-Suwaira
Al-Suwaira,95,72,57,32,6,0,15,2,17,Al-Suwaira,Al-Suwaira
Al-Suwaira,96,18,17,6,1,0,8,2,10,Al-Suwaira,Al-Suwaira
Al-Suwaira,97,16,11,2,0,0,6,3,9,Al-Suwaira,Al-Suwaira
Al-Suwaira,98,3,3,1,0,0,2,0,2,Al-Suwaira,Al-Suwaira
Al-Zubair,88,32,32,17,1,0,10,3,13,Al-Zubair,Al-Zubair
Al-Zubair,89,39,39,18,3,0,17,0,17,Al-Zubair,Al-Zubair
Al-Zubair,90,25,24,15,2,0,7,0,7,Al-Zubair,Al-Zubair
Al-Zubair,91,29,29,15,1,0,13,0,13,Al-Zubair,Al-Zubair
Al-Zubair,92,55,51,17,0,0,20,0,20,Al-Zubair,Al-Zubair
Al-Zubair,93,113,87,13,0,0,28,6,34,Al-Zubair,Al-Zubair
Al-Zubair,94,96,76,21,0,0,27,10,37,Al-Zubair,Al-Zubair
Al-Zubair,95,83,61,13,5,1,27,3,30,Al-Zubair,Al-Zubair
Al-Zubair,96,61,54,12,1,0,20,7,27,Al-Zubair,Al-Zubair
Al-Zubair,97,19,7,2,1,0,3,0,3,Al-Zubair,Al-Zubair
Al-Zubair,98,3,1,1,0,0,1,0,1,Al-Zubair,Al-Zubair
Ali Al-Gharbi,88,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,89,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,90,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,91,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,92,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,93,1,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,94,1,1,0,0,0,1,0,1,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,95,1,1,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,96,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,97,2,2,1,0,0,1,0,1,Ali Al-Gharbi,Ali Al-Gharbi
Ali Al-Gharbi,98,0,0,0,0,0,0,0,0,Ali Al-Gharbi,Ali Al-Gharbi
Amara,88,134,134,70,49,0,14,1,15,Amara,Amara
Amara,89,122,122,71,40,0,11,0,11,Amara,Amara
Amara,90,30,30,11,2,0,15,0,15,Amara,Amara
Amara,91,78,78,13,1,0,33,0,33,Amara,Amara
Amara,92,76,76,11,0,0,11,0,11,Amara,Amara
Amara,93,34,27,9,0,0,1,1,2,Amara,Amara
Amara,94,13,10,2,1,0,2,0,2,Amara,Amara
Amara,95,5,3,0,0,0,3,0,3,Amara,Amara
Amara,96,15,11,3,0,0,2,6,8,Amara,Amara
Amara,97,42,38,15,3,0,14,6,20,Amara,Amara
Amara,98,15,13,5,0,0,4,3,7,Amara,Amara
Amedi,88,0,0,0,0,0,0,0,0,Amedi,Amedi
Amedi,89,0,0,0,0,0,0,0,0,Amedi,Amedi
Amedi,90,0,0,0,0,0,0,0,0,Amedi,Amedi
Amedi,91,0,0,0,0,0,0,0,0,Amedi,Amedi
Amedi,92,2,2,1,0,0,1,0,1,Amedi,Amedi
Amedi,93,0,0,0,0,0,0,0,0,Amedi,Amedi
Amedi,94,2,1,0,0,0,0,0,0,Amedi,Amedi
Amedi,95,6,5,1,0,0,1,0,1,Amedi,Amedi
Amedi,96,7,7,0,0,0,1,0,1,Amedi,Amedi
Amedi,97,2,1,0,1,0,0,0,0,Amedi,Amedi
Amedi,98,0,0,0,0,0,0,0,0,Amedi,Amedi
Ana,88,8,8,2,2,0,4,0,4,Ana,Ana
Ana,89,15,15,6,3,0,5,0,5,Ana,Ana
Ana,90,28,28,2,0,0,26,0,26,Ana,Ana
Ana,91,137,137,18,1,0,107,0,107,Ana,Ana
Ana,92,112,111,8,1,2,78,0,78,Ana,Ana
Ana,93,259,248,64,6,0,107,33,140,Ana,Ana
Ana,94,123,110,28,1,2,38,46,84,Ana,Ana
Ana,95,106,93,14,2,0,21,56,77,Ana,Ana
Ana,96,70,69,12,1,0,23,25,48,Ana,Ana
Ana,97,18,17,2,0,0,6,6,12,Ana,Ana
Ana,98,1,1,1,0,0,0,0,0,Ana,Ana
Ba'quba,88,21,21,5,1,0,14,1,15,Ba'quba,Ba'quba
Ba'quba,89,29,29,9,2,0,16,1,17,Ba'quba,Ba'quba
Ba'quba,90,28,28,4,3,0,20,0,20,Ba'quba,Ba'quba
Ba'quba,91,38,37,7,0,0,27,0,27,Ba'quba,Ba'quba
Ba'quba,92,99,56,27,0,0,49,0,49,Ba'quba,Ba'quba
Ba'quba,93,278,147,69,2,0,97,21,118,Ba'quba,Ba'quba
Ba'quba,94,303,203,71,10,1,80,41,121,Ba'quba,Ba'quba
Ba'quba,95,296,255,80,27,0,51,84,135,Ba'quba,Ba'quba
Ba'quba,96,218,215,44,2,1,28,131,159,Ba'quba,Ba'quba
Ba'quba,97,33,31,13,0,0,5,12,17,Ba'quba,Ba'quba
Ba'quba,98,4,4,0,0,0,2,2,4,Ba'quba,Ba'quba
Badra,88,1,1,0,0,0,1,0,1,Badra,Badra
Badra,89,0,0,0,0,0,0,0,0,Badra,Badra
Badra,90,0,0,0,0,0,0,0,0,Badra,Badra
Badra,91,0,0,0,0,0,0,0,0,Badra,Badra
Badra,92,2,0,0,0,0,1,0,1,Badra,Badra
Badra,93,3,2,0,0,0,3,0,3,Badra,Badra
Badra,94,4,3,0,0,0,3,0,3,Badra,Badra
Badra,95,3,3,1,1,0,0,0,0,Badra,Badra
Badra,96,1,1,0,0,0,1,0,1,Badra,Badra
Badra,97,2,2,0,0,0,1,1,2,Badra,Badra
Badra,98,0,0,0,0,0,0,0,0,Badra,Badra
Baiji,88,42,42,11,3,0,26,2,28,Baiji,Baiji
Baiji,89,138,138,39,4,0,89,0,89,Baiji,Baiji
Baiji,90,180,180,40,9,0,111,0,111,Baiji,Baiji
Baiji,91,208,208,23,1,0,159,0,159,Baiji,Baiji
Baiji,92,176,170,22,0,0,140,0,140,Baiji,Baiji
Baiji,93,354,310,73,1,0,163,43,206,Baiji,Baiji
Baiji,94,513,446,95,3,1,208,111,319,Baiji,Baiji
Baiji,95,456,432,104,18,0,206,100,306,Baiji,Baiji
Baiji,96,227,219,55,3,1,84,63,147,Baiji,Baiji
Baiji,97,68,64,6,0,0,26,22,48,Baiji,Baiji
Baiji,98,13,13,3,0,0,3,2,5,Baiji,Baiji
Balad,88,218,218,101,24,0,90,3,93,Balad,Balad
Balad,89,582,582,183,36,0,280,3,283,Balad,Balad
Balad,90,620,620,147,19,0,350,0,350,Balad,Balad
Balad,91,828,828,122,3,0,546,0,546,Balad,Balad
Balad,92,1039,1007,115,0,0,628,0,628,Balad,Balad
Balad,93,1485,1357,163,1,0,663,237,900,Balad,Balad
Balad,94,1688,1559,211,35,3,565,400,965,Balad,Balad
Balad,95,1364,1267,268,163,2,502,304,806,Balad,Balad
Balad,96,636,629,113,152,0,159,176,335,Balad,Balad
Balad,97,307,290,71,33,1,67,90,157,Balad,Balad
Balad,98,62,59,12,1,0,12,19,31,Balad,Balad
Baladrooz,88,36,36,8,1,0,25,2,27,Baladrooz,Baladrooz
Baladrooz,89,90,90,14,2,0,69,2,71,Baladrooz,Baladrooz
Baladrooz,90,98,98,16,2,0,76,0,76,Baladrooz,Baladrooz
Baladrooz,91,91,91,14,0,0,74,0,74,Baladrooz,Baladrooz
Baladrooz,92,195,139,41,0,0,133,0,133,Baladrooz,Baladrooz
Baladrooz,93,377,206,73,2,0,189,44,233,Baladrooz,Baladrooz
Baladrooz,94,364,258,68,10,5,159,69,228,Baladrooz,Baladrooz
Baladrooz,95,277,195,75,17,1,103,45,148,Baladrooz,Baladrooz
Baladrooz,96,316,302,49,21,7,112,104,216,Baladrooz,Baladrooz
Baladrooz,97,433,429,32,8,2,185,195,380,Baladrooz,Baladrooz
Baladrooz,98,102,101,3,0,1,35,56,91,Baladrooz,Baladrooz
Basrah,88,109,109,66,10,0,29,4,33,Basrah,Basrah
Basrah,89,186,186,96,51,0,37,1,38,Basrah,Basrah
Basrah,90,78,77,31,7,0,36,0,36,Basrah,Basrah
Basrah,91,70,69,31,1,0,26,0,26,Basrah,Basrah
Basrah,92,247,218,80,3,1,58,0,58,Basrah,Basrah
Basrah,93,764,661,384,10,1,78,6,84,Basrah,Basrah
Basrah,94,902,832,427,11,0,53,7,60,Basrah,Basrah
Basrah,95,423,291,200,32,2,35,6,41,Basrah,Basrah
Basrah,96,344,320,235,25,0,22,15,37,Basrah,Basrah
Basrah,97,81,50,15,0,0,25,9,34,Basrah,Basrah
Basrah,98,15,12,1,0,0,5,5,10,Basrah,Basrah
Chamchamal,88,0,0,0,0,0,0,0,0,Chamchamal,Chamchamal
Chamchamal,89,5,5,1,1,0,2,0,2,Chamchamal,Chamchamal
Chamchamal,90,5,5,0,0,0,5,0,5,Chamchamal,Chamchamal
Chamchamal,91,1,1,0,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,92,2,2,1,0,0,1,0,1,Chamchamal,Chamchamal
Chamchamal,93,4,3,1,0,0,2,0,2,Chamchamal,Chamchamal
Chamchamal,94,5,4,0,0,0,3,1,4,Chamchamal,Chamchamal
Chamchamal,95,43,28,6,3,0,20,2,22,Chamchamal,Chamchamal
Chamchamal,96,4,2,1,0,0,0,1,1,Chamchamal,Chamchamal
Chamchamal,97,7,5,1,0,0,1,3,4,Chamchamal,Chamchamal
Chamchamal,98,1,1,0,0,0,0,1,1,Chamchamal,Chamchamal
Choman,88,0,0,0,0,0,0,0,0,Choman,Choman
Choman,89,0,0,0,0,0,0,0,0,Choman,Choman
Choman,90,0,0,0,0,0,0,0,0,Choman,Choman
Choman,91,0,0,0,0,0,0,0,0,Choman,Choman
Choman,92,0,0,0,0,0,0,0,0,Choman,Choman
Choman,93,0,0,0,0,0,0,0,0,Choman,Choman
Choman,94,0,0,0,0,0,0,0,0,Choman,Choman
Choman,95,0,0,0,0,0,0,0,0,Choman,Choman
Choman,96,0,0,0,0,0,0,0,0,Choman,Choman
Choman,97,0,0,0,0,0,0,0,0,Choman,Choman
Choman,98,0,0,0,0,0,0,0,0,Choman,Choman
Dahuk,88,2,2,1,0,0,1,0,1,Dahuk,Dahuk
Dahuk,89,1,1,0,0,0,1,0,1,Dahuk,Dahuk
Dahuk,90,3,3,0,0,0,3,0,3,Dahuk,Dahuk
Dahuk,91,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Dahuk,92,3,3,0,0,0,3,0,3,Dahuk,Dahuk
Dahuk,93,7,6,0,0,1,4,2,6,Dahuk,Dahuk
Dahuk,94,4,4,0,0,0,3,0,3,Dahuk,Dahuk
Dahuk,95,4,4,0,0,0,1,3,4,Dahuk,Dahuk
Dahuk,96,2,2,0,0,0,0,1,1,Dahuk,Dahuk
Dahuk,97,9,8,1,1,0,4,1,5,Dahuk,Dahuk
Dahuk,98,0,0,0,0,0,0,0,0,Dahuk,Dahuk
Daquq,88,4,4,2,1,0,1,0,1,Daquq,Daquq
Daquq,89,12,12,6,0,0,6,0,6,Daquq,Daquq
Daquq,90,26,26,3,1,0,20,0,20,Daquq,Daquq
Daquq,91,24,24,4,0,0,19,0,19,Daquq,Daquq
Daquq,92,33,33,2,0,0,31,0,31,Daquq,Daquq
Daquq,93,26,17,1,1,0,17,5,22,Daquq,Daquq
Daquq,94,53,26,8,0,2,21,6,27,Daquq,Daquq
Daquq,95,50,27,9,3,0,11,10,21,Daquq,Daquq
Daquq,96,37,29,3,0,0,13,12,25,Daquq,Daquq
Daquq,97,50,44,4,0,0,15,23,38,Daquq,Daquq
Daquq,98,8,6,0,0,0,3,1,4,Daquq,Daquq
Darbandihkan,88,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,89,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,90,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,91,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,92,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,93,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,94,1,1,1,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,95,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,96,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,97,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Darbandihkan,98,0,0,0,0,0,0,0,0,Darbandihkan,Darbandihkan
Dibis,88,0,0,0,0,0,0,0,0,Dibis,Dibis
Dibis,89,3,3,1,0,0,1,1,2,Dibis,Dibis
Dibis,90,4,4,0,0,0,2,0,2,Dibis,Dibis
Dibis,91,2,2,0,0,0,2,0,2,Dibis,Dibis
Dibis,92,1,1,0,0,0,1,0,1,Dibis,Dibis
Dibis,93,5,4,0,0,0,3,1,4,Dibis,Dibis
Dibis,94,2,2,0,0,0,0,1,1,Dibis,Dibis
Dibis,95,3,3,0,0,0,1,2,3,Dibis,Dibis
Dibis,96,3,2,1,0,0,0,1,1,Dibis,Dibis
Dibis,97,4,4,0,0,0,1,2,3,Dibis,Dibis
Dibis,98,1,0,0,0,0,0,0,0,Dibis,Dibis
Diwaniya,88,42,42,15,18,0,9,0,9,Diwaniya,Diwaniya
Diwaniya,89,7,7,2,3,0,2,0,2,Diwaniya,Diwaniya
Diwaniya,90,15,15,11,0,0,4,0,4,Diwaniya,Diwaniya
Diwaniya,91,23,23,7,0,0,13,0,13,Diwaniya,Diwaniya
Diwaniya,92,26,23,14,0,0,7,0,7,Diwaniya,Diwaniya
Diwaniya,93,187,91,50,1,0,54,5,59,Diwaniya,Diwaniya
Diwaniya,94,393,292,132,9,0,98,35,133,Diwaniya,Diwaniya
Diwaniya,95,206,163,58,37,0,41,4,45,Diwaniya,Diwaniya
Diwaniya,96,31,30,12,7,0,4,7,11,Diwaniya,Diwaniya
Diwaniya,97,25,23,16,0,0,0,5,5,Diwaniya,Diwaniya
Diwaniya,98,4,4,2,0,0,1,1,2,Diwaniya,Diwaniya
Dokan,88,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,89,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,90,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,91,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,92,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,93,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,94,1,1,0,0,0,1,0,1,Dokan,Dokan
Dokan,95,2,1,1,0,0,1,0,1,Dokan,Dokan
Dokan,96,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,97,0,0,0,0,0,0,0,0,Dokan,Dokan
Dokan,98,0,0,0,0,0,0,0,0,Dokan,Dokan
Erbil,88,2,2,1,0,0,1,0,1,Erbil,Erbil
Erbil,89,6,6,2,0,0,1,1,2,Erbil,Erbil
Erbil,90,6,6,0,0,1,4,0,4,Erbil,Erbil
Erbil,91,9,9,1,0,0,8,0,8,Erbil,Erbil
Erbil,92,3,1,0,0,0,1,0,1,Erbil,Erbil
Erbil,93,3,2,0,0,0,1,1,2,Erbil,Erbil
Erbil,94,8,3,1,0,1,1,0,1,Erbil,Erbil
Erbil,95,16,12,2,2,0,4,3,7,Erbil,Erbil
Erbil,96,4,2,0,1,0,1,0,1,Erbil,Erbil
Erbil,97,9,8,1,1,0,3,2,5,Erbil,Erbil
Erbil,98,2,2,0,0,0,1,1,2,Erbil,Erbil
Falluja,88,210,210,96,22,0,87,5,92,Falluja,Falluja
Falluja,89,597,597,254,82,0,147,2,149,Falluja,Falluja
Falluja,90,660,659,156,24,0,365,0,365,Falluja,Falluja
Falluja,91,1144,1144,271,2,0,654,0,654,Falluja,Falluja
Falluja,92,1411,1391,475,2,1,725,0,725,Falluja,Falluja
Falluja,93,1952,1901,729,14,6,634,233,867,Falluja,Falluja
Falluja,94,2099,1940,811,26,24,408,518,926,Falluja,Falluja
Falluja,95,880,826,254,52,13,156,341,497,Falluja,Falluja
Falluja,96,295,292,53,2,5,79,132,211,Falluja,Falluja
Falluja,97,205,201,46,4,3,78,35,113,Falluja,Falluja
Falluja,98,42,41,8,0,0,13,15,28,Falluja,Falluja
Fao,88,1,1,0,1,0,0,0,0,Fao,Fao
Fao,89,0,0,0,0,0,0,0,0,Fao,Fao
Fao,90,1,1,1,0,0,0,0,0,Fao,Fao
Fao,91,0,0,0,0,0,0,0,0,Fao,Fao
Fao,92,2,1,0,0,0,1,0,1,Fao,Fao
Fao,93,2,1,1,0,0,1,0,1,Fao,Fao
Fao,94,1,0,0,0,0,0,0,0,Fao,Fao
Fao,95,1,0,0,0,0,0,0,0,Fao,Fao
Fao,96,1,1,1,0,0,0,0,0,Fao,Fao
Fao,97,0,0,0,0,0,0,0,0,Fao,Fao
Fao,98,0,0,0,0,0,0,0,0,Fao,Fao
Haditha,88,31,31,3,1,0,27,0,27,Haditha,Haditha
Haditha,89,67,67,11,6,0,49,0,49,Haditha,Haditha
Haditha,90,188,188,21,6,0,97,0,97,Haditha,Haditha
Haditha,91,279,279,32,0,0,175,0,175,Haditha,Haditha
Haditha,92,228,226,32,1,0,166,0,166,Haditha,Haditha
Haditha,93,851,842,421,11,3,235,82,317,Haditha,Haditha
Haditha,94,377,352,98,0,7,124,110,234,Haditha,Haditha
Haditha,95,163,152,27,0,1,45,78,123,Haditha,Haditha
Haditha,96,44,43,7,0,0,6,26,32,Haditha,Haditha
Haditha,97,9,8,2,0,0,2,1,3,Haditha,Haditha
Haditha,98,1,1,1,0,0,0,0,0,Haditha,Haditha
Halabja,88,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,89,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,90,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,91,1,1,0,0,0,1,0,1,Halabja,Halabja
Halabja,92,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,93,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,94,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,95,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,96,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,97,0,0,0,0,0,0,0,0,Halabja,Halabja
Halabja,98,0,0,0,0,0,0,0,0,Halabja,Halabja
Hamza,88,1,1,1,0,0,0,0,0,Hamza,Hamza
Hamza,89,0,0,0,0,0,0,0,0,Hamza,Hamza
Hamza,90,1,1,1,0,0,0,0,0,Hamza,Hamza
