district,quarter,SIGACT,SIG_1,df,idf,suicide,ied_attack,ied_clear,ied_total,district_1,district_2
Zakho,179,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,180,1,1,0,0,0,1,0,1,Zakho,Zakho
Zakho,181,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,182,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,183,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,184,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,185,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,186,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,187,1,1,1,0,0,0,0,0,Zakho,Zakho
Zakho,188,1,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,189,2,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,190,3,1,0,1,0,0,0,0,Zakho,Zakho
Zakho,191,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,192,1,1,0,0,0,0,0,0,Zakho,Zakho
Zakho,193,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,194,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,195,0,0,0,0,0,0,0,0,Zakho,Zakho
Zakho,196,0,0,0,0,0,0,0,0,Zakho,Zakho
